#date+time,022-pwl,022-bwl,022-harmwl,date,valid,rolling_sum
01-29-2002 1754,1.185,,1.055,2002-01-29 17:54:00,False,30.0
01-29-2002 1800,1.194,1.464,1.062,2002-01-29 18:00:00,True,30.0
01-29-2002 1806,1.206,,1.069,2002-01-29 18:06:00,False,30.0
01-29-2002 1812,1.214,,1.077,2002-01-29 18:12:00,False,30.0
01-29-2002 1818,1.224,,1.085,2002-01-29 18:18:00,False,30.0
01-29-2002 1824,1.233,,1.093,2002-01-29 18:24:00,False,30.0
01-29-2002 1830,1.246,1.515,1.102,2002-01-29 18:30:00,True,30.0
01-29-2002 1836,1.254,,1.111,2002-01-29 18:36:00,False,30.0
01-29-2002 1842,1.267,,1.12,2002-01-29 18:42:00,False,30.0
01-29-2002 1848,1.276,,1.13,2002-01-29 18:48:00,False,30.0
01-29-2002 1854,1.287,,1.139,2002-01-29 18:54:00,False,30.0
01-29-2002 1900,1.301,1.571,1.149,2002-01-29 19:00:00,True,30.0
01-29-2002 1906,1.314,,1.159,2002-01-29 19:06:00,False,30.0
01-29-2002 1912,1.323,,1.17,2002-01-29 19:12:00,False,30.0
01-29-2002 1918,1.339,,1.18,2002-01-29 19:18:00,False,30.0
01-29-2002 1924,1.356,,1.191,2002-01-29 19:24:00,False,30.0
01-29-2002 1930,1.37,1.640,1.202,2002-01-29 19:30:00,True,30.0
01-29-2002 1936,1.377,,1.213,2002-01-29 19:36:00,False,30.0
01-29-2002 1942,1.397,,1.224,2002-01-29 19:42:00,False,30.0
01-29-2002 1948,1.417,,1.235,2002-01-29 19:48:00,False,30.0
01-29-2002 1954,1.422,,1.246,2002-01-29 19:54:00,False,30.0
01-29-2002 2000,1.431,1.704,1.258,2002-01-29 20:00:00,True,30.0
01-29-2002 2006,1.445,,1.269,2002-01-29 20:06:00,False,30.0
01-29-2002 2012,1.463,,1.28,2002-01-29 20:12:00,False,30.0
01-29-2002 2018,1.474,,1.292,2002-01-29 20:18:00,False,30.0
01-29-2002 2024,1.487,,1.303,2002-01-29 20:24:00,False,30.0
01-29-2002 2030,1.5,1.773,1.315,2002-01-29 20:30:00,True,30.0
01-29-2002 2036,1.511,,1.326,2002-01-29 20:36:00,False,30.0
01-29-2002 2042,1.53,,1.337,2002-01-29 20:42:00,False,30.0
01-29-2002 2048,1.538,,1.348,2002-01-29 20:48:00,False,30.0
01-29-2002 2054,1.547,,1.359,2002-01-29 20:54:00,False,30.0
01-29-2002 2100,1.55,1.822,1.37,2002-01-29 21:00:00,True,30.0
01-29-2002 2106,1.566,,1.381,2002-01-29 21:06:00,False,30.0
01-29-2002 2112,1.588,,1.392,2002-01-29 21:12:00,False,30.0
01-29-2002 2118,1.599,,1.402,2002-01-29 21:18:00,False,30.0
01-29-2002 2124,1.607,,1.412,2002-01-29 21:24:00,False,30.0
01-29-2002 2130,1.615,1.888,1.422,2002-01-29 21:30:00,True,30.0
01-29-2002 2136,1.629,,1.432,2002-01-29 21:36:00,False,30.0
01-29-2002 2142,1.638,,1.441,2002-01-29 21:42:00,False,30.0
01-29-2002 2148,1.652,,1.451,2002-01-29 21:48:00,False,30.0
01-29-2002 2154,1.665,,1.46,2002-01-29 21:54:00,False,30.0
01-29-2002 2200,1.677,1.952,1.468,2002-01-29 22:00:00,True,30.0
01-29-2002 2206,1.684,,1.477,2002-01-29 22:06:00,False,30.0
01-29-2002 2212,1.698,,1.485,2002-01-29 22:12:00,False,30.0
01-29-2002 2218,1.704,,1.493,2002-01-29 22:18:00,False,30.0
01-29-2002 2224,1.706,,1.5,2002-01-29 22:24:00,False,30.0
01-29-2002 2230,1.717,1.992,1.507,2002-01-29 22:30:00,True,30.0
01-29-2002 2236,1.721,,1.514,2002-01-29 22:36:00,False,30.0
01-29-2002 2242,1.725,,1.52,2002-01-29 22:42:00,False,30.0
01-29-2002 2248,1.737,,1.527,2002-01-29 22:48:00,False,30.0
01-29-2002 2254,1.746,,1.532,2002-01-29 22:54:00,False,30.0
01-29-2002 2300,1.75,2.027,1.537,2002-01-29 23:00:00,True,30.0
01-29-2002 2306,1.753,,1.542,2002-01-29 23:06:00,False,30.0
01-29-2002 2312,1.759,,1.547,2002-01-29 23:12:00,False,30.0
01-29-2002 2318,1.763,,1.551,2002-01-29 23:18:00,False,30.0
01-29-2002 2324,1.77,,1.555,2002-01-29 23:24:00,False,30.0
01-29-2002 2330,1.762,2.038,1.558,2002-01-29 23:30:00,True,30.0
01-29-2002 2336,1.767,,1.561,2002-01-29 23:36:00,False,30.0
01-29-2002 2342,1.767,,1.564,2002-01-29 23:42:00,False,30.0
01-29-2002 2348,1.767,,1.566,2002-01-29 23:48:00,False,30.0
01-29-2002 2354,1.766,,1.568,2002-01-29 23:54:00,False,30.0
01-30-2002 0000,1.769,2.046,1.569,2002-01-30 00:00:00,True,30.0
01-30-2002 0006,1.76,,1.57,2002-01-30 00:06:00,False,30.0
01-30-2002 0012,1.765,,1.571,2002-01-30 00:12:00,False,30.0
01-30-2002 0018,1.771,,1.571,2002-01-30 00:18:00,False,30.0
01-30-2002 0024,1.758,,1.571,2002-01-30 00:24:00,False,30.0
01-30-2002 0030,1.752,2.028,1.571,2002-01-30 00:30:00,True,30.0
01-30-2002 0036,1.763,,1.57,2002-01-30 00:36:00,False,30.0
01-30-2002 0042,1.759,,1.57,2002-01-30 00:42:00,False,30.0
01-30-2002 0048,1.757,,1.569,2002-01-30 00:48:00,False,30.0
01-30-2002 0054,1.747,,1.567,2002-01-30 00:54:00,False,30.0
01-30-2002 0100,1.741,2.017,1.566,2002-01-30 01:00:00,True,30.0
01-30-2002 0106,1.738,,1.564,2002-01-30 01:06:00,False,30.0
01-30-2002 0112,1.741,,1.563,2002-01-30 01:12:00,False,30.0
01-30-2002 0118,1.738,,1.561,2002-01-30 01:18:00,False,30.0
01-30-2002 0124,1.729,,1.559,2002-01-30 01:24:00,False,30.0
01-30-2002 0130,1.729,2.005,1.556,2002-01-30 01:30:00,True,30.0
01-30-2002 0136,1.726,,1.554,2002-01-30 01:36:00,False,30.0
01-30-2002 0142,1.722,,1.552,2002-01-30 01:42:00,False,30.0
01-30-2002 0148,1.72,,1.55,2002-01-30 01:48:00,False,30.0
01-30-2002 0154,1.714,,1.547,2002-01-30 01:54:00,False,30.0
01-30-2002 0200,1.708,1.983,1.545,2002-01-30 02:00:00,True,30.0
01-30-2002 0206,1.7,,1.542,2002-01-30 02:06:00,False,30.0
01-30-2002 0212,1.707,,1.54,2002-01-30 02:12:00,False,30.0
01-30-2002 0218,1.701,,1.538,2002-01-30 02:18:00,False,30.0
01-30-2002 0224,1.697,,1.536,2002-01-30 02:24:00,False,30.0
01-30-2002 0230,1.685,1.960,1.533,2002-01-30 02:30:00,True,30.0
01-30-2002 0236,1.686,,1.531,2002-01-30 02:36:00,False,30.0
01-30-2002 0242,1.686,,1.529,2002-01-30 02:42:00,False,30.0
01-30-2002 0248,1.682,,1.527,2002-01-30 02:48:00,False,30.0
01-30-2002 0254,1.676,,1.525,2002-01-30 02:54:00,False,30.0
01-30-2002 0300,1.673,1.948,1.524,2002-01-30 03:00:00,True,30.0
01-30-2002 0306,1.677,,1.522,2002-01-30 03:06:00,False,30.0
01-30-2002 0312,1.678,,1.52,2002-01-30 03:12:00,False,30.0
01-30-2002 0318,1.678,,1.519,2002-01-30 03:18:00,False,30.0
01-30-2002 0324,1.673,,1.518,2002-01-30 03:24:00,False,30.0
01-30-2002 0330,1.666,1.941,1.516,2002-01-30 03:30:00,True,30.0
01-30-2002 0336,1.664,,1.515,2002-01-30 03:36:00,False,30.0
01-30-2002 0342,1.669,,1.514,2002-01-30 03:42:00,False,30.0
01-30-2002 0348,1.674,,1.514,2002-01-30 03:48:00,False,30.0
01-30-2002 0354,1.666,,1.513,2002-01-30 03:54:00,False,30.0
01-30-2002 0400,1.664,1.938,1.513,2002-01-30 04:00:00,True,30.0
01-30-2002 0406,1.664,,1.512,2002-01-30 04:06:00,False,30.0
01-30-2002 0412,1.672,,1.512,2002-01-30 04:12:00,False,30.0
01-30-2002 0418,1.675,,1.512,2002-01-30 04:18:00,False,30.0
01-30-2002 0424,1.667,,1.512,2002-01-30 04:24:00,False,30.0
01-30-2002 0430,1.661,1.936,1.513,2002-01-30 04:30:00,True,30.0
01-30-2002 0436,1.663,,1.513,2002-01-30 04:36:00,False,30.0
01-30-2002 0442,1.67,,1.514,2002-01-30 04:42:00,False,30.0
01-30-2002 0448,1.671,,1.515,2002-01-30 04:48:00,False,30.0
01-30-2002 0454,1.67,,1.516,2002-01-30 04:54:00,False,30.0
01-30-2002 0500,1.667,1.942,1.517,2002-01-30 05:00:00,True,30.0
01-30-2002 0506,1.673,,1.518,2002-01-30 05:06:00,False,30.0
01-30-2002 0512,1.677,,1.519,2002-01-30 05:12:00,False,30.0
01-30-2002 0518,1.679,,1.521,2002-01-30 05:18:00,False,30.0
01-30-2002 0524,1.68,,1.522,2002-01-30 05:24:00,False,30.0
01-30-2002 0530,1.676,1.951,1.524,2002-01-30 05:30:00,True,30.0
01-30-2002 0536,1.673,,1.526,2002-01-30 05:36:00,False,30.0
01-30-2002 0542,1.68,,1.528,2002-01-30 05:42:00,False,30.0
01-30-2002 0548,1.686,,1.53,2002-01-30 05:48:00,False,30.0
01-30-2002 0554,1.687,,1.532,2002-01-30 05:54:00,False,30.0
01-30-2002 0600,1.686,1.960,1.534,2002-01-30 06:00:00,True,30.0
01-30-2002 0606,1.69,,1.536,2002-01-30 06:06:00,False,30.0
01-30-2002 0612,1.696,,1.538,2002-01-30 06:12:00,False,30.0
01-30-2002 0618,1.704,,1.541,2002-01-30 06:18:00,False,30.0
01-30-2002 0624,1.704,,1.543,2002-01-30 06:24:00,False,30.0
01-30-2002 0630,1.7,1.973,1.546,2002-01-30 06:30:00,True,30.0
01-30-2002 0636,1.7,,1.548,2002-01-30 06:36:00,False,30.0
01-30-2002 0642,1.706,,1.551,2002-01-30 06:42:00,False,30.0
01-30-2002 0648,1.707,,1.553,2002-01-30 06:48:00,False,30.0
01-30-2002 0654,1.71,,1.556,2002-01-30 06:54:00,False,30.0
01-30-2002 0700,1.715,1.989,1.558,2002-01-30 07:00:00,True,30.0
01-30-2002 0706,1.721,,1.561,2002-01-30 07:06:00,False,30.0
01-30-2002 0712,1.724,,1.563,2002-01-30 07:12:00,False,30.0
01-30-2002 0718,1.732,,1.566,2002-01-30 07:18:00,False,30.0
01-30-2002 0724,1.739,,1.568,2002-01-30 07:24:00,False,30.0
01-30-2002 0730,1.733,2.007,1.571,2002-01-30 07:30:00,True,30.0
01-30-2002 0736,1.735,,1.573,2002-01-30 07:36:00,False,30.0
01-30-2002 0742,1.741,,1.575,2002-01-30 07:42:00,False,30.0
01-30-2002 0748,1.746,,1.578,2002-01-30 07:48:00,False,30.0
01-30-2002 0754,1.746,,1.58,2002-01-30 07:54:00,False,30.0
01-30-2002 0800,1.75,2.026,1.582,2002-01-30 08:00:00,True,30.0
01-30-2002 0806,1.756,,1.584,2002-01-30 08:06:00,False,30.0
01-30-2002 0812,1.756,,1.586,2002-01-30 08:12:00,False,30.0
01-30-2002 0818,1.762,,1.587,2002-01-30 08:18:00,False,30.0
01-30-2002 0824,1.759,,1.589,2002-01-30 08:24:00,False,30.0
01-30-2002 0830,1.755,2.029,1.59,2002-01-30 08:30:00,True,30.0
01-30-2002 0836,1.758,,1.591,2002-01-30 08:36:00,False,30.0
01-30-2002 0842,1.76,,1.593,2002-01-30 08:42:00,False,30.0
01-30-2002 0848,1.757,,1.593,2002-01-30 08:48:00,False,30.0
01-30-2002 0854,1.757,,1.594,2002-01-30 08:54:00,False,30.0
01-30-2002 0900,1.753,2.028,1.594,2002-01-30 09:00:00,True,30.0
01-30-2002 0906,1.753,,1.595,2002-01-30 09:06:00,False,30.0
01-30-2002 0912,1.762,,1.595,2002-01-30 09:12:00,False,30.0
01-30-2002 0918,1.762,,1.594,2002-01-30 09:18:00,False,30.0
01-30-2002 0924,1.759,,1.594,2002-01-30 09:24:00,False,30.0
01-30-2002 0930,1.754,2.029,1.593,2002-01-30 09:30:00,True,30.0
01-30-2002 0936,1.754,,1.592,2002-01-30 09:36:00,False,30.0
01-30-2002 0942,1.754,,1.59,2002-01-30 09:42:00,False,30.0
01-30-2002 0948,1.75,,1.589,2002-01-30 09:48:00,False,30.0
01-30-2002 0954,1.742,,1.587,2002-01-30 09:54:00,False,30.0
01-30-2002 1000,1.742,2.018,1.584,2002-01-30 10:00:00,True,30.0
01-30-2002 1006,1.748,,1.582,2002-01-30 10:06:00,False,30.0
01-30-2002 1012,1.745,,1.579,2002-01-30 10:12:00,False,30.0
01-30-2002 1018,1.737,,1.575,2002-01-30 10:18:00,False,30.0
01-30-2002 1024,1.735,,1.572,2002-01-30 10:24:00,False,30.0
01-30-2002 1030,1.734,2.010,1.568,2002-01-30 10:30:00,True,30.0
01-30-2002 1036,1.738,,1.563,2002-01-30 10:36:00,False,30.0
01-30-2002 1042,1.737,,1.558,2002-01-30 10:42:00,False,30.0
01-30-2002 1048,1.726,,1.553,2002-01-30 10:48:00,False,30.0
01-30-2002 1054,1.717,,1.548,2002-01-30 10:54:00,False,30.0
01-30-2002 1100,1.715,1.990,1.542,2002-01-30 11:00:00,True,30.0
01-30-2002 1106,1.706,,1.536,2002-01-30 11:06:00,False,30.0
01-30-2002 1112,1.701,,1.53,2002-01-30 11:12:00,False,30.0
01-30-2002 1118,1.696,,1.523,2002-01-30 11:18:00,False,30.0
01-30-2002 1124,1.692,,1.516,2002-01-30 11:24:00,False,30.0
01-30-2002 1130,1.689,1.964,1.508,2002-01-30 11:30:00,True,30.0
01-30-2002 1136,1.681,,1.5,2002-01-30 11:36:00,False,30.0
01-30-2002 1142,1.676,,1.492,2002-01-30 11:42:00,False,30.0
01-30-2002 1148,1.663,,1.483,2002-01-30 11:48:00,False,30.0
01-30-2002 1154,1.65,,1.474,2002-01-30 11:54:00,False,30.0
01-30-2002 1200,1.642,1.916,1.465,2002-01-30 12:00:00,True,30.0
01-30-2002 1206,1.636,,1.456,2002-01-30 12:06:00,False,30.0
01-30-2002 1212,1.623,,1.446,2002-01-30 12:12:00,False,30.0
01-30-2002 1218,1.615,,1.436,2002-01-30 12:18:00,False,30.0
01-30-2002 1224,1.606,,1.425,2002-01-30 12:24:00,False,30.0
01-30-2002 1230,1.6,1.873,1.415,2002-01-30 12:30:00,True,30.0
01-30-2002 1236,1.592,,1.404,2002-01-30 12:36:00,False,30.0
01-30-2002 1242,1.583,,1.393,2002-01-30 12:42:00,False,30.0
01-30-2002 1248,1.568,,1.381,2002-01-30 12:48:00,False,30.0
01-30-2002 1254,1.551,,1.37,2002-01-30 12:54:00,False,30.0
01-30-2002 1300,1.538,1.811,1.358,2002-01-30 13:00:00,True,30.0
01-30-2002 1306,1.528,,1.347,2002-01-30 13:06:00,False,30.0
01-30-2002 1312,1.515,,1.335,2002-01-30 13:12:00,False,30.0
01-30-2002 1318,1.502,,1.323,2002-01-30 13:18:00,False,30.0
01-30-2002 1324,1.491,,1.311,2002-01-30 13:24:00,False,30.0
01-30-2002 1330,1.481,1.752,1.299,2002-01-30 13:30:00,True,30.0
01-30-2002 1336,1.469,,1.287,2002-01-30 13:36:00,False,30.0
01-30-2002 1342,1.454,,1.275,2002-01-30 13:42:00,False,30.0
01-30-2002 1348,1.439,,1.264,2002-01-30 13:48:00,False,30.0
01-30-2002 1354,1.419,,1.252,2002-01-30 13:54:00,False,30.0
01-30-2002 1400,1.404,1.676,1.24,2002-01-30 14:00:00,True,30.0
01-30-2002 1406,1.391,,1.229,2002-01-30 14:06:00,False,30.0
01-30-2002 1412,1.383,,1.218,2002-01-30 14:12:00,False,30.0
01-30-2002 1418,1.372,,1.207,2002-01-30 14:18:00,False,30.0
01-30-2002 1424,1.358,,1.196,2002-01-30 14:24:00,False,30.0
01-30-2002 1430,1.349,1.620,1.186,2002-01-30 14:30:00,True,30.0
01-30-2002 1436,1.338,,1.175,2002-01-30 14:36:00,False,30.0
01-30-2002 1442,1.323,,1.165,2002-01-30 14:42:00,False,30.0
01-30-2002 1448,1.316,,1.156,2002-01-30 14:48:00,False,30.0
01-30-2002 1454,1.306,,1.146,2002-01-30 14:54:00,False,30.0
01-30-2002 1500,1.297,1.568,1.137,2002-01-30 15:00:00,True,30.0
01-30-2002 1506,1.286,,1.128,2002-01-30 15:06:00,False,30.0
01-30-2002 1512,1.274,,1.12,2002-01-30 15:12:00,False,30.0
01-30-2002 1518,1.259,,1.112,2002-01-30 15:18:00,False,30.0
01-30-2002 1524,1.248,,1.104,2002-01-30 15:24:00,False,30.0
01-30-2002 1530,1.241,1.511,1.097,2002-01-30 15:30:00,True,30.0
01-30-2002 1536,1.239,,1.09,2002-01-30 15:36:00,False,30.0
01-30-2002 1542,1.233,,1.084,2002-01-30 15:42:00,False,30.0
01-30-2002 1548,1.228,,1.078,2002-01-30 15:48:00,False,30.0
01-30-2002 1554,1.221,,1.072,2002-01-30 15:54:00,False,30.0
01-30-2002 1600,1.216,1.485,1.067,2002-01-30 16:00:00,True,30.0
01-30-2002 1606,1.216,,1.062,2002-01-30 16:06:00,False,30.0
01-30-2002 1612,1.22,,1.058,2002-01-30 16:12:00,False,30.0
01-30-2002 1618,1.219,,1.054,2002-01-30 16:18:00,False,30.0
01-30-2002 1624,1.214,,1.05,2002-01-30 16:24:00,False,30.0
01-30-2002 1630,1.215,1.482,1.047,2002-01-30 16:30:00,True,30.0
01-30-2002 1636,1.22,,1.045,2002-01-30 16:36:00,False,30.0
01-30-2002 1642,1.221,,1.043,2002-01-30 16:42:00,False,30.0
01-30-2002 1648,1.214,,1.041,2002-01-30 16:48:00,False,30.0
01-30-2002 1654,1.214,,1.04,2002-01-30 16:54:00,False,30.0
01-30-2002 1700,1.217,1.483,1.039,2002-01-30 17:00:00,True,30.0
01-30-2002 1706,1.221,,1.039,2002-01-30 17:06:00,False,30.0
01-30-2002 1712,1.225,,1.039,2002-01-30 17:12:00,False,30.0
01-30-2002 1718,1.232,,1.04,2002-01-30 17:18:00,False,30.0
01-30-2002 1724,1.232,,1.041,2002-01-30 17:24:00,False,30.0
01-30-2002 1730,1.229,1.495,1.042,2002-01-30 17:30:00,True,30.0
01-30-2002 1736,1.232,,1.044,2002-01-30 17:36:00,False,30.0
01-30-2002 1742,1.232,,1.046,2002-01-30 17:42:00,False,30.0
01-30-2002 1748,1.238,,1.049,2002-01-30 17:48:00,False,30.0
01-30-2002 1754,1.25,,1.052,2002-01-30 17:54:00,False,30.0
01-30-2002 1800,1.256,1.521,1.056,2002-01-30 18:00:00,True,30.0
01-30-2002 1806,1.27,,1.06,2002-01-30 18:06:00,False,30.0
01-30-2002 1812,1.277,,1.064,2002-01-30 18:12:00,False,30.0
01-30-2002 1818,1.282,,1.069,2002-01-30 18:18:00,False,30.0
01-30-2002 1824,1.282,,1.074,2002-01-30 18:24:00,False,30.0
01-30-2002 1830,1.279,1.545,1.08,2002-01-30 18:30:00,True,30.0
01-30-2002 1836,1.29,,1.086,2002-01-30 18:36:00,False,30.0
01-30-2002 1842,1.3,,1.092,2002-01-30 18:42:00,False,30.0
01-30-2002 1848,1.312,,1.098,2002-01-30 18:48:00,False,30.0
01-30-2002 1854,1.316,,1.105,2002-01-30 18:54:00,False,30.0
01-30-2002 1900,1.315,1.582,1.112,2002-01-30 19:00:00,True,30.0
01-30-2002 1906,1.328,,1.12,2002-01-30 19:06:00,False,30.0
01-30-2002 1912,1.341,,1.127,2002-01-30 19:12:00,False,30.0
01-30-2002 1918,1.355,,1.135,2002-01-30 19:18:00,False,30.0
01-30-2002 1924,1.372,,1.143,2002-01-30 19:24:00,False,30.0
01-30-2002 1930,1.363,1.629,1.152,2002-01-30 19:30:00,True,30.0
01-30-2002 1936,1.367,,1.161,2002-01-30 19:36:00,False,30.0
01-30-2002 1942,1.395,,1.169,2002-01-30 19:42:00,False,30.0
01-30-2002 1948,1.381,,1.179,2002-01-30 19:48:00,False,30.0
01-30-2002 1954,1.401,,1.188,2002-01-30 19:54:00,False,30.0
01-30-2002 2000,1.419,1.686,1.197,2002-01-30 20:00:00,True,30.0
01-30-2002 2006,1.412,,1.207,2002-01-30 20:06:00,False,30.0
01-30-2002 2012,1.42,,1.217,2002-01-30 20:12:00,False,30.0
01-30-2002 2018,1.433,,1.227,2002-01-30 20:18:00,False,30.0
01-30-2002 2024,1.46,,1.237,2002-01-30 20:24:00,False,30.0
01-30-2002 2030,1.473,1.741,1.247,2002-01-30 20:30:00,True,30.0
01-30-2002 2036,1.472,,1.257,2002-01-30 20:36:00,False,30.0
01-30-2002 2042,1.499,,1.268,2002-01-30 20:42:00,False,30.0
01-30-2002 2048,1.507,,1.278,2002-01-30 20:48:00,False,30.0
01-30-2002 2054,1.52,,1.288,2002-01-30 20:54:00,False,30.0
01-30-2002 2100,1.522,1.790,1.299,2002-01-30 21:00:00,True,30.0
01-30-2002 2106,1.533,,1.309,2002-01-30 21:06:00,False,30.0
01-30-2002 2112,1.542,,1.32,2002-01-30 21:12:00,False,30.0
01-30-2002 2118,1.551,,1.33,2002-01-30 21:18:00,False,30.0
01-30-2002 2124,1.561,,1.34,2002-01-30 21:24:00,False,30.0
01-30-2002 2130,1.588,1.858,1.35,2002-01-30 21:30:00,True,30.0
01-30-2002 2136,1.589,,1.36,2002-01-30 21:36:00,False,30.0
01-30-2002 2142,1.579,,1.37,2002-01-30 21:42:00,False,30.0
01-30-2002 2148,1.613,,1.38,2002-01-30 21:48:00,False,30.0
01-30-2002 2154,1.643,,1.39,2002-01-30 21:54:00,False,30.0
01-30-2002 2200,1.651,1.921,1.399,2002-01-30 22:00:00,True,30.0
01-30-2002 2206,1.642,,1.409,2002-01-30 22:06:00,False,30.0
01-30-2002 2212,1.661,,1.418,2002-01-30 22:12:00,False,30.0
01-30-2002 2218,1.687,,1.426,2002-01-30 22:18:00,False,30.0
01-30-2002 2224,1.697,,1.435,2002-01-30 22:24:00,False,30.0
01-30-2002 2230,1.701,1.974,1.443,2002-01-30 22:30:00,True,30.0
01-30-2002 2236,1.703,,1.452,2002-01-30 22:36:00,False,30.0
01-30-2002 2242,1.719,,1.46,2002-01-30 22:42:00,False,30.0
01-30-2002 2248,1.729,,1.467,2002-01-30 22:48:00,False,30.0
01-30-2002 2254,1.738,,1.474,2002-01-30 22:54:00,False,30.0
01-30-2002 2300,1.758,2.031,1.481,2002-01-30 23:00:00,True,30.0
01-30-2002 2306,1.765,,1.488,2002-01-30 23:06:00,False,30.0
01-30-2002 2312,1.776,,1.494,2002-01-30 23:12:00,False,30.0
01-30-2002 2318,1.783,,1.501,2002-01-30 23:18:00,False,30.0
01-30-2002 2324,1.786,,1.506,2002-01-30 23:24:00,False,30.0
01-30-2002 2330,1.801,2.075,1.512,2002-01-30 23:30:00,True,30.0
01-30-2002 2336,1.807,,1.517,2002-01-30 23:36:00,False,30.0
01-30-2002 2342,1.815,,1.521,2002-01-30 23:42:00,False,30.0
01-30-2002 2348,1.819,,1.525,2002-01-30 23:48:00,False,30.0
01-30-2002 2354,1.816,,1.529,2002-01-30 23:54:00,False,30.0
01-31-2002 0000,1.812,2.088,1.533,2002-01-31 00:00:00,True,30.0
01-31-2002 0006,1.811,,1.536,2002-01-31 00:06:00,False,30.0
01-31-2002 0012,1.81,,1.539,2002-01-31 00:12:00,False,30.0
01-31-2002 0018,1.823,,1.541,2002-01-31 00:18:00,False,30.0
01-31-2002 0024,1.826,,1.543,2002-01-31 00:24:00,False,30.0
01-31-2002 0030,1.825,2.100,1.544,2002-01-31 00:30:00,True,30.0
01-31-2002 0036,1.816,,1.546,2002-01-31 00:36:00,False,30.0
01-31-2002 0042,1.792,,1.546,2002-01-31 00:42:00,False,30.0
01-31-2002 0048,1.799,,1.547,2002-01-31 00:48:00,False,30.0
01-31-2002 0054,1.796,,1.547,2002-01-31 00:54:00,False,30.0
01-31-2002 0100,1.8,2.075,1.547,2002-01-31 01:00:00,True,30.0
01-31-2002 0106,1.796,,1.546,2002-01-31 01:06:00,False,30.0
01-31-2002 0112,1.789,,1.545,2002-01-31 01:12:00,False,30.0
01-31-2002 0118,1.773,,1.544,2002-01-31 01:18:00,False,30.0
01-31-2002 0124,1.774,,1.543,2002-01-31 01:24:00,False,30.0
01-31-2002 0130,1.772,2.046,1.541,2002-01-31 01:30:00,True,30.0
01-31-2002 0136,1.774,,1.539,2002-01-31 01:36:00,False,30.0
01-31-2002 0142,1.767,,1.537,2002-01-31 01:42:00,False,30.0
01-31-2002 0148,1.743,,1.535,2002-01-31 01:48:00,False,30.0
01-31-2002 0154,1.749,,1.533,2002-01-31 01:54:00,False,30.0
01-31-2002 0200,1.735,2.010,1.53,2002-01-31 02:00:00,True,30.0
01-31-2002 0206,1.746,,1.527,2002-01-31 02:06:00,False,30.0
01-31-2002 0212,1.72,,1.524,2002-01-31 02:12:00,False,30.0
01-31-2002 0218,1.72,,1.521,2002-01-31 02:18:00,False,30.0
01-31-2002 0224,1.725,,1.518,2002-01-31 02:24:00,False,30.0
01-31-2002 0230,1.727,2.003,1.515,2002-01-31 02:30:00,True,30.0
01-31-2002 0236,1.717,,1.512,2002-01-31 02:36:00,False,30.0
01-31-2002 0242,1.707,,1.509,2002-01-31 02:42:00,False,30.0
01-31-2002 0248,1.7,,1.506,2002-01-31 02:48:00,False,30.0
01-31-2002 0254,1.713,,1.503,2002-01-31 02:54:00,False,30.0
01-31-2002 0300,1.72,1.995,1.5,2002-01-31 03:00:00,True,30.0
01-31-2002 0306,1.705,,1.497,2002-01-31 03:06:00,False,30.0
01-31-2002 0312,1.687,,1.495,2002-01-31 03:12:00,False,30.0
01-31-2002 0318,1.69,,1.492,2002-01-31 03:18:00,False,30.0
01-31-2002 0324,1.701,,1.489,2002-01-31 03:24:00,False,30.0
01-31-2002 0330,1.701,1.974,1.486,2002-01-31 03:30:00,True,30.0
01-31-2002 0336,1.686,,1.484,2002-01-31 03:36:00,False,30.0
01-31-2002 0342,1.675,,1.482,2002-01-31 03:42:00,False,30.0
01-31-2002 0348,1.683,,1.479,2002-01-31 03:48:00,False,30.0
01-31-2002 0354,1.691,,1.477,2002-01-31 03:54:00,False,30.0
01-31-2002 0400,1.687,1.960,1.475,2002-01-31 04:00:00,True,30.0
01-31-2002 0406,1.685,,1.473,2002-01-31 04:06:00,False,30.0
01-31-2002 0412,1.673,,1.472,2002-01-31 04:12:00,False,30.0
01-31-2002 0418,1.683,,1.47,2002-01-31 04:18:00,False,30.0
01-31-2002 0424,1.686,,1.469,2002-01-31 04:24:00,False,30.0
01-31-2002 0430,1.684,1.959,1.467,2002-01-31 04:30:00,True,30.0
01-31-2002 0436,1.686,,1.466,2002-01-31 04:36:00,False,30.0
01-31-2002 0442,1.677,,1.465,2002-01-31 04:42:00,False,30.0
01-31-2002 0448,1.691,,1.465,2002-01-31 04:48:00,False,30.0
01-31-2002 0454,1.695,,1.464,2002-01-31 04:54:00,False,30.0
01-31-2002 0500,1.687,1.961,1.464,2002-01-31 05:00:00,True,30.0
01-31-2002 0506,1.69,,1.464,2002-01-31 05:06:00,False,30.0
01-31-2002 0512,1.699,,1.464,2002-01-31 05:12:00,False,30.0
01-31-2002 0518,1.699,,1.464,2002-01-31 05:18:00,False,30.0
01-31-2002 0524,1.702,,1.464,2002-01-31 05:24:00,False,30.0
01-31-2002 0530,1.702,1.975,1.465,2002-01-31 05:30:00,True,30.0
01-31-2002 0536,1.697,,1.465,2002-01-31 05:36:00,False,30.0
01-31-2002 0542,1.696,,1.466,2002-01-31 05:42:00,False,30.0
01-31-2002 0548,1.7,,1.467,2002-01-31 05:48:00,False,30.0
01-31-2002 0554,1.712,,1.469,2002-01-31 05:54:00,False,30.0
